第一 部分 ： 寂静 的 春天 第一 章 ： 1 . 疯狂 年代|||PARTIE I : UN PRINTEMPS SILENCIEUX CHAPITRE 1 : LES ANNÉES DE FOLIE 
也 许 你 真 的 不 知道 其 详细 内容 ， 但 某些 方面 ， 某些 大概 的 东西 ， 总 有所 闻 吧 ？|||Vous en ignorez peut-être le contenu précis , mais vous avez certainement une idée générale de leur teneur ? 

叶文洁 ： 可能 只 是 些 谣传 。|||YE WENJIE Ce ne sont peut-être que des rumeurs . 

审问者 ： 比如 ？|||L' ENQUÊTEUR Par exemple ? 

叶文洁 ： … …|||YE WENJIE ( Silence . ) 

审问者 ： 三体 世界 是 否 向 降临 派 传授 了 某些 高于 人类 现有 科技 水平 的 技术 ？|||L' ENQUÊTEUR Trisolaris a -t -elle transféré aux adventistes des technologies plus avancées que les technologies humaines actuelles ? 

叶文洁 ： 不 太 可能 ， 因为 那些 技术 很 可能 会 落 到 你们 手里 。|||YE WENJIE Ça m' étonnerait beaucoup . Car ce serait courir le risque que ces technologies tombent entre vos mains . 

审问者 ： 最后 一个 问题 ， 也 是 最 重要 的 ： 迄今为止 ， 三体 世界 发送 到 地球 的 只有 电波 吗 ？|||L' ENQUÊTEUR Une dernière question , et la plus importante : jusqu' à aujourd'hui , Trisolaris a -t -elle seulement envoyé sur Terre des transmissions radio ? 

叶文洁 ： 几乎 是 的 。|||YE WENJIE Presque . 

审问者 ： 几乎 ？|||L' ENQUÊTEUR Presque ? 

叶文治 ： 现在 这 一 轮 三体 文明 ， 宇宙 航行 速度 达到 光速 的 十分之一 ， 这个 技术 飞跃 发生 在 几十 个 地球 年前 ， 这 之前 他们 的 宇航 速度 一直 徘徊 在 光速 的 几千分之一 ， 他们 向 地球 发射 的 小型 探测器 ， 现在 还 没 走 完 半人马 座 与 太阳系 之间 的 距离 的 百分之 。|||La civilisation trisolarienne actuelle est capable de voyages interstellaires à une vitesse équivalente à un dixième de la vitesse de la lumière . Cette avancée technologique date d' il y a quelques dizaines d' années terrestres . Auparavant , la vitesse maximale de leurs vaisseaux stagnait aux alentours d' un millième de la vitesse de la lumière . Leurs minuscules sondes spatiales n' ont même pas encore parcouru un centième du voyage qui les mènera de leur planète jusqu' à la nôtre . 

审问者 ： 这里 有 一个 问题 ： 已经 出发 的 三体 舰队 如果 以 十分之一 光速 航行 ， 四十 年 后 就 应该 到达 太阳系 ， 但 为什 么 你们 说 需要 四百 年 呢 ？|||L' ENQUÊTEUR Une question : si la flotte trisolarienne est déjà en route et qu' elle voyage à une vitesse correspondant à un dixième de la vitesse de la lumière , elle devrait mettre seulement quarante années avant d' arriver dans le système solaire ! Pourquoi parlez -vous de quatre cents ans ? 

叶文洁 ： 确实 如此 。|||YE WENJIE En théorie , vous avez raison . 

由 大型 宇宙飞船 组成 的 三体 星际 舰队 质量 巨大 ， 加速 十分 缓慢 ， 十分之一 光速 只是 它们 能够 达到 的 最高 速度 ， 在 这个 速度 上 只能 巡航 很 短 的 时间 ， 就要 开始 减速 。|||Mais la flotte trisolarienne est composée de vaisseaux spatiaux de très grande taille , dont le processus d' accélération est très lent . Un dixième de la vitesse de la lumière est la vitesse maximale qu' ils peuvent atteindre , mais ils ne peuvent rester à cette vitesse de croisière qu' un très court laps de temps , car ils doivent commencer à décélérer à l' approche de la Terre . 

另外 ， 三体 飞船 推进 的 动力 是 正反 物质 的 湮灭 ， 飞船 前方 有 一个 巨大 的 磁力场 ， 形成 一个 漏斗形 的 磁罩 ， 用于 收集 太空 中 的 反 物质 粒子 ， 这种 收集 过程 十分 缓慢 ， 经过 相当 长 的 时间 ， 才 能 得到 供 飞船 进行 一 段 时间 加速 的 反 物质 数量 ， 因此 舰队 的 加速 是 间断 进行 的 ， 很 长 时间 的 收集 后 才 能 进行 一 次 。|||Par ailleurs , un champ magnétique puissant se trouve en permanence devant le vaisseau . Celui - ci forme une sorte d' entonnoir magnétique destiné à collecter des particules d' antimatière dans l' espace . Leur annihilation par des particules de matière ordinaire fournit en effet la propulsion de leurs vaisseaux . Or , ce processus de collecte est très lent , ce n' est qu' après une assez longue période de temps qu' il est possible d' amasser une quantité suffisante d' antimatière pour permettre au vaisseau d' accélérer , de sorte que l' accélération de la flotte est intermittente . 

所以 ， 三体 舰队 到达 太阳系 所 需 的 时间 是 小型 探测器 的 十 倍 。|||C' est pourquoi le temps que mettra réellement la flotte trisolarienne avant d' atteindre le système solaire est dix fois plus long que celui d' une petite sonde . 

审问者 ： 那 你 刚才 说 的 “ 几乎 ” 是 什 么 意思 ？|||L' ENQUÊTEUR Que signifie le " presque " que vous venez d' utiliser ? 

叶文洁 ： 关于 宇宙 航行 的 速度 ， 我们 是 在 一个 限定 范围 内 讨论 的 ， 离开 了 这个 范围 ， 即使 是 落后 的 人类 ， 也 已经 能 将 一些 物质 实体 加速 到 接近 光速 了 。|||YE WENJIE Lorsqu' on parle de la vitesse d' un voyage spatial , il faut avant tout se mettre d' accord sur l' échelle . Il existe une échelle où même la civilisation arriérée des humains est capable de faire accélérer des entités de matière à une vitesse proche de celle de la lumière . 

审问者 （ 稍顿 ） ： 你 所 指 的 限定 范围 ， 是 不 是 指 宏观 范围 ？|||L' ENQUÊTEUR ( marquant une pause ) Vous voulez parler des échelles macroscopique et microscopique , n' est -ce pas ? 

在 微观 上 ， 人类 已经 可以 使用 高能 加速器 ， 将 微观 粒子 加速 到 接近 光速 ， 微观 粒子 就 是 你 说 的 那些 物质 实体 吧 ？|||À une échelle microscopique , les hommes sont déjà capables d' utiliser des accélérateurs à haute énergie pour permettre à des particules subatomiques d' atteindre une vitesse proche de celle de la lumière . Ces particules , ce sont les " entités de matière " dont vous parlez ? 

叶文洁 ： 您 很 聪明 。|||YE WENJIE Vous êtes très intelligent . 

审问者 （ 指指耳机 ） ： 我 背后 有 世界 上 最 出色 的 专 家 。|||L' ENQUÊTEUR ( pointant son casque ) J' ai les plus grands spécialistes au monde derrière moi . 

叶文活 ： 是 的 ， 是 微观 粒子 。|||YE WENJIE Oui , je veux bien parler de particules subatomiques . 

六 年 前 ， 在 遥远 的 半 人 马座星系 ， 三体 世界 曾 将 两 个 氢原子核 加速 到 接近 光速 ， 并 向 太阳系 发射 ， 这 两 个 氢 核 ， 也 就是 质子 ， 在 两 年 前 到达 了 太阳系 ， 然后 到达 了 地球 。|||Il y a six ans , dans le lointain système stellaire d' Alpha du Centaure , le monde de Trisolaris a utilisé un accélérateur de particules pour envoyer vers notre système deux noyaux d' atomes d' hydrogène , à une vitesse proche de celle de la lumière . Ces deux noyaux d' hydrogène – ou protons – ont atteint le système solaire il y a deux ans , avant d' arriver sur Terre . 

审问者 ： 两 个 质子 ？|||L' ENQUÊTEUR Deux protons ? 

他们 只 送 来 了 两 个 质子 ？|||Ils n' ont envoyé que deux protons ? 

这 几乎 等于 什 么 都 没 送 来 嘛 。|||Autant dire qu' ils n' ont presque rien envoyé ! 

叶文洁 （ 笑 ） ： 您 也 说 “ 几乎 ” 了 。|||YE WENJIE ( répondit dans un sourire ) À votre tour d' utiliser le mot " presque " . 

三体 世界 只有 这个 能力 ， 只能 使 质子 这 么 大小 的 东西 接近 光速 ， 所以 在 四光 年 的 距离 上 ， 他们 只能 送 来 两 个 质子 。|||C' est le maximum que puisse faire Trisolaris : envoyer un objet de la taille d' un proton à une vitesse proche de la lumière . C' est pourquoi , à une distance de quatre années - lumière , ils ne peuvent envoyer que deux protons . 

审问者 ： 在 宏观 世界 ， 两 个 质子 就 等于 什 么 都 没有 —— 即使 是 一个 细菌 的 一 根 毛发 ， 也 包含 着 几十亿 个 质子 。|||L' ENQUÊTEUR À une échelle macroscopique , ces deux protons ne sont rien . Un seul cheveu de bactérie contient à lui seul des milliards de protons . 

这 有什 么 意义 ？|||À quoi servirait un proton ? 

叶文治 ： 它 是 一 把 锁 。|||YE WENJIE C' est un verrou . L' ENQUÊTEUR 

审问者 ： 锁 ？ 锁什 么 ？|||Un verrou ? Que veulent -ils verrouiller ? 

叶文洁 ： 锁 死 人类 的 科学 ， 在 三体 舰队 到达 前 的 四个半 世纪 ， 因为 这 两 个 质子 的 存在 ， 人类 的 科学 将 不 可能 有 任何 重大 进展 。|||YE WENJIE Les progrès de la science . À cause de l' existence de ces deux protons , l' humanité sera incapable de faire la moindre avancée scientifique durant les quatre siècles et demi que mettra la flotte trisolarienne à arriver sur Terre . 

据传 伊文斯 说 过 这样 的 话 ： 两 个 质子 到达 地球 之 日 ， 就 是 人类 科学 死亡 之 时 。|||Si on en croit Evans , le jour où ces protons sont arrivés sur Terre , a été signée la mort de la science . 

审问者 ： 这 未免 太 离奇 了 吧 ， 怎 么 做到 呢 ？|||L' ENQUÊTEUR C' est … un peu surréaliste . Comment cela est -il possible ? 

叶文洁 ： 不 知道 ， 我 真 的 不 知道 。|||YE WENJIE Je l' ignore . Vraiment . 

在 三体 文明 眼中 ， 我们 可能 连 野蛮人 都 算 不 上 ， 只是 一 堆 虫子 。|||À côté des Trisolariens , nous ne sommes peut-être même pas des barbares primitifs . Nous ne sommes que des vermines grouillantes . 

※ ※ ※ ※ ※ ※ 汪森 和 丁仪 走 出 作战 中心 时 已 近 午夜 ， 他们 刚刚 监听 了 上面 的 对话 。|||Il était déjà près de minuit lorsque Wang Miao et Ding Yi sortirent du Centre d' opérations militaires . Ils avaient écouté en direct l' interrogatoire de Ye Wenjie . 

“ 你 相信 叶文洁 说 的 吗 ？ ” 汪森问 。|||— Crois - tu ce qu' a raconté Ye Wenjie ? demanda Wang Miao . 

“ 你 呢 ， 信 吗 ？ ”|||— Et toi ? 

“ 最近 有些 事情 确实 太 不可思议 了 ， 但 ， 用 两 个 质子 锁 死 全人类 的 科学 ？|||— Il s' est passé tellement de choses incroyables ces derniers temps … Mais deux protons capables de verrouiller tous les progrès scientifiques humains ? 

这 也 … … ”|||C' est un peu … 

“ 首先 注意 一点 ： 三体 文明 从 半 人 马座 三星 向 地球 发射 了 两 个 质子 ， 竟 都 到达 了 地球 ！|||— Concentrons -nous d' abord sur une chose : Trisolaris a envoyé depuis le système d' Alpha du Centaure deux protons vers la Terre , à quatre années - lumière d' ici , et ils ont atteint leur cible ! 

从 四光年 外 ？|||Ce degré d' exactitude est extraordinaire ! 

这 也 瞄 得 太 准 了 ， 漫长 的 途中 有 数 不 清 的 干扰 ， 星际 尘埃什 么 的 ， 太阳系 和 地球 都 在 运动 中 ， 这 比 从 冥王星 上 开枪 击中 这里 的 一 只 蚊子 都 准确 ， 真是 个 不可思议 的 射手 。 ”|||Le chemin jusqu' à la Terre est semé d' embûches , la poussière interstellaire , par exemple . Sans compter que le système solaire et la Terre sont sans cesse en mouvement . Cela demande une précision plus grande encore que d' abattre un moustique depuis Pluton . Les talents du sniper qui a réussi ce coup doivent être inouïs . 

听到 “ 射手 ” 一 词 ， 汪淼 的 心 不 由 紧 了 一下 。|||En entendant " sniper " , le cœur de Wang Miao s' emballa . 

“ 这 说明什 么 ？ ”|||— Qu' est -ce que cela explique ? 

“ 不 知道 。|||— Je ne sais pas . 

在 你 的 印象 中 ， 质子 、 中子 和 电于 这样 的 微观 粒子 ， 是 个什 么 样子 ？ ”|||D' après toi , à quoi ressemble une particule subatomique comme un proton ou un neutron ? 

“ 几乎 是 一个 点 ， 当然 这个 点 是 有 结构 的 。 ”|||— Je dirais à un point . Mais un point avec une structure interne , bien sûr . 

“ 很 幸运 ， 我 印象 中 的 图像 比 你 要 真实 些 。 ” 丁仪 说 着 ， 把 手中 抽 尽 的 烟蒂 扔 向 远处 ， “ 看 那 是 什 么 ？ ”|||— Par chance , la représentation que je m' en fais est plus réaliste que la tienne , dit Ding Yi , avant de jeter le mégot de sa cigarette . 

他 指 着落 到 地上 的 烟蒂 问 。|||Qu' est -ce que c' est ? demanda -t -il à Wang Miao en pointant le mégot . 

“ 香烟 过滤嘴 。 ”|||— Un filtre de cigarette . — Bien . 

“ 很 好 ， 从 这个 距离 看 那个 小 东西 ， 是 什 么 ？ ”|||En le regardant d' ici , comment le décrirais - tu ? 

“ 差 不 多 也 就 是 一个 点 。 ”|||— Un simple petit point . 

“ 对 。|||— Précisément . 

“ 了 仪走 过去 把 过滤嘴 拾 起 来 ， 在 汪森眼皮 底下 将 它 撕开 ， 露出 里面 已 由 白变 黄 的 海绵丝 ， 汪森闻 到 了 一 股 焦油 味 。|||Ding Yi marcha pour ramasser le mégot , puis il l' ouvrit devant les yeux de Wang Miao , révélant ses minuscules filaments spongieux jaunis . Wang Miao sentit une odeur de goudron brûlé . 
