第一部分：寂静的春天 第一章：1.疯狂年代	PARTIE I:UN PRINTEMPS SILENCIEUX CHAPITRE 1:LES ANNÉES DE FOLIE
叶文洁运用自己的威信极力弥合组织中的裂痕，但效果不大。	Ye Wenjie faisait tout ce qu'elle pouvait pour combler le fossé existant entre les deux camps, en usant de son prestige et de son autorité, mais avec peu d'effet.
随着三体运动的发展，三体叛军中出现了第三个派别：幸存派。	Au fur et à mesure de l'évolution du mouvement, une troisième force apparut au sein des rebelles de l'OTT : les survivalistes.
当人侵太阳系的外星舰队的存在被确切证实后，在那场终极战争中幸存下来是人们最自然的愿望。	Lorsque la preuve fut apportée qu'une flotte extraterrestre s'apprêtait bel et bien à envahir le système solaire, survivre à cette guerre qui s'annonçait était devenu le désir humain le plus naturel.
当然，战争是四百五十年之后的事了，与自己的此生无关，但很多人希望如果人类战败，自己在四个半世纪后的子孙能幸存下来。 现在就为三体侵略者服务，显然有利于这个目标的实现。	Bien entendu, la guerre aurait lieu dans quatre cent cinquante ans et le monde n'aurait rien de commun avec celui d'aujourd'hui, mais beaucoup espéraient que, si l'humanité devait perdre la guerre dans quatre siècles, leurs descendants pourraient implorer leur survie s'ils se mettaient dès maintenant au service des envahisseurs.
与另外两个主流派别比较，幸存派成员都来自较低的社会阶层，且东方人（特别是中国人）居多，他们目前的数量还很少，但人数在急剧增长，在三体文化日益普及的未来，将会成为一支不可忽视的力量。	Par comparaison avec les deux autres factions majoritaires, les survivalistes étaient composés en grande partie d'éléments issus de classes plus basses, et les Asiatiques – en particulier des Chinois – y étaient nombreux. Ils ne représentaient pour l'instant qu'une portion minime dans l'Organisation, mais leur nombre ne cessait de croître. À mesure que la culture trisolarienne se répandrait de par le monde, ils constitueraient peu à peu une faction incontournable.
人类文明自身缺陷产生的异化力量、对更高等文明的向往和崇拜、让子孙在终极战争后幸存的强烈欲·望，这三股强大的动力推动地球三体运动迅速发展，当它被察觉时，已成燎原之势。	Une force aliénée née des carences de l'humanité, le fantasme et l'adoration d'une civilisation supérieure et enfin le désir suprême de voir ses descendants survivre à une guerre ultime : ces trois puissantes forces motrices donnaient au mouvement Terre-Trisolaris un élan fantastique, si bien que, quand les autorités commencèrent à mettre le nez dans leurs affaires, le feu avait déjà pris sur la plaine.
而这时，外星文明还远在四光年之外的太空深处，与人类世界还隔着四个半世纪的漫漫航程，它们送到地球的，只有那一束电波。	Au même moment, la civilisation extraterrestre se trouvait encore dans les profondeurs de l'espace, à quatre années-lumière de là, séparée du monde humain par un long périple qui durerait quatre siècles et demi. Et la seule chose qui avait été envoyée sur la Terre, c'était une série d'ondes radio.
比尔·马修的“接触符号”理论，得到了令人心悸的完美证实	La théorie du "contact comme symbole" de Bill Matthews recevait là une parfaite mais terrifiante démonstration.
30.两个质子	CHAPITRE 30: DEUX PROTONS
审问者：现在开始今天的调查。	L'ENQUÊTEUR Nous allons commencer l'interrogatoire du jour.
希望你能像上次一样配合。	J'espère que vous vous montrerez aussi collaborative que la dernière fois.
叶文洁：我知道的你们都知道了，有许多事情反而需要你来告诉我。	YE WENJIE Je vous ai déjà dit tout ce que je savais. En réalité, c'est moi qui ai besoin d'en apprendre de votre bouche. L'ENQUÊTEUR
审问者：不是这样，我们首先想知道的是，在三体世界发往地球的信息中，降临派所截留的那部分内容是什么？	Je ne crois pas que vous nous ayez tout dit. Tout d'abord, ce que nous avons besoin de connaître, c'est le contenu des informations transmises par Trisolaris à la Terre et qui ont été interceptées par les adventistes.
叶文洁：不知道，他们的组织很严密，我只知道他们截留了信息。	YE WENJIE Je l'ignore. Leur organisation est très secrète, je sais uniquement qu'ils ont dissimulé certaines transmissions.
审问者：我们换个话题：在与三体世界的通讯被降临派垄断之后，你是否建立了第三红岸基地？	L'ENQUÊTEUR Bien, passons à un autre sujet. Après que les échanges avec Trisolaris sont tombés sous le monopole des adventistes, avez-vous construit une troisième Côte Rouge ?
叶文洁：有这个计划，但只完成了接收部分，然后建设停止，设备和基地也都拆除了。	YE WENJIE Nous en avons eu l'idée, mais nous n'avons finalement conçu qu'un appareil de réception et la construction a été stoppée. L'équipement et la base ont été démantelés.
审问者：为什么？	L'ENQUÊTEUR Pour quelle raison ?
叶文洁：因为半人马座三星方向已没有任何信息传来，在所有频段上都没有。	YE WENJIE Parce que aucun message ne provenait plus d'Alpha du Centaure. Il n'y avait plus rien à cette fréquence.
我想你们已经证实了这个。	Je pense que vous avez déjà eu l'occasion de le vérifier.
审问者：是的，这就是说，至少在四年前，三体世界已经停止了与地球的联系，这也就使得那批被降临派截留的信息更加重要。	L'ENQUÊTEUR C'est exact. Vous voulez donc dire que, au moins durant ces quatre dernières années, Trisolaris aurait cessé de communiquer avec la Terre ? Cela rend d'autant plus important le contenu des messages détournés par les adventistes.
叶文洁：是的，在这方面我真没什么可说的了。	YE WENJIE En effet. Mais je ne peux vraiment rien vous dire de plus à ce sujet.
审问者：（停顿几秒钟）那我们找一个可谈的话题吧：麦克·伊文斯欺骗了你，是吗？	L'ENQUÊTEUR (marquant une pause de quelques secondes) Dans ce cas, discutons d'autre chose. Mike Evans vous a menti, n'est-ce pas ?
叶文治：可以这么说。	YE WENJIE On peut le dire comme ça.
他从来没有向我袒露过自己内心最深处的真实想法，只是表达了自己对地球其他物种的使命感。	Il ne m'a jamais véritablement révélé le fond de sa pensée, il m'a seulement parlé du sens du devoir qu'il ressentait vis-à-vis des autres créatures vivantes de la Terre.
我没有想到由这种使命产生的对人类的憎恨已发展到这种极端的程度，以至于他把毁灭人类文明作为自己的最终理想。	Je n'ai jamais pensé que ce sentiment avait fait naître chez lui un dégoût de l'humanité si extrême qu'il était prêt à faire de la destruction de l'homme son idéal ultime. L'ENQUÊTEUR
审问者：看看地球三体组织现在的局面：降临派要借助外星力量毁灭人类，拯救派把外星文明当神来崇拜，幸存派的理想是以出卖同胞来苟且偷生，所有这些都与你借助外星文明改造人类的理想不一致。	Observons la situation actuelle de l'Organisation Terre-Trisolaris. Les adventistes veulent se servir d'une force extraterrestre pour détruire l'humanité ; le camp rédemptoriste vénère cette civilisation, qu'il considère comme divine, et l'objectif des survivalistes est de trahir l'humanité en échange du salut de leurs descendants. Aucune de ces tendances n'est en fait conforme à votre idéal premier de réformer l'humanité grâce à la civilisation extraterrestre.
叶文洁：我点燃了火，却控制不了它。	YE WENJIE J'ai allumé un feu, mais je n'ai pas été en mesure de contrôler l'incendie.
审问者：你有在三体组织内部消灭降临派的计划，并开始对降临派采取行动。	L'ENQUÊTEUR Vous avez projeté d'éliminer les adventistes de l'Organisation, et vous avez même commencé à mettre ce plan en exécution.
但“审判日”号是降临派的核心基地和指挥中心，伊文斯等降临派的核心人物常驻其上，你们为什么不首先攻击这艘巨轮呢？	Le quartier général et le centre de commandement adventistes sont basés à bord du Jugement Dernier. Mike Evans et les autres leaders de son camp s'y trouvent la plupart du temps. Pourquoi ne pas avoir tout simplement attaqué le navire ?
拯救派的武装力量大部分忠于你，是有能力击沉甚至占领它的。	Les forces armées rédemptoristes vous sont presque entièrement acquises. Vous auriez pu couler le bateau, ou le capturer.
叶文法：为了被截留的主的信息。	YE WENJIE À cause des messages des dieux que les adventistes ont interceptés.
那些信息都存贮在第二红岸基地，也就是“审判日”号的某台计算机上，如果攻击那艘船，降临派就会在他们认为危急的时刻删除所有信息，那些信息太重要了，我们不能失去它。	Ces informations sont toutes sauvegardées dans le système de la seconde base de Côte Rouge, c'est-à-dire sur un ordinateur à bord du Jugement Dernier. Si nous avions attaqué le bateau, les adventistes auraient pu sentir que leur fin était proche et supprimer ces informations. Ces messages sont trop importants pour que nous prenions le risque de les perdre.
